id,question,choice_0,choice_1,choice_2,choice_3,choice_4,label,human_expl_open-ended
225b60f2961a7b6a62822e60e496e933,"The freeway had signs in miles instead of kilometers, where was it located?",india,america,countryside,california,large city,1,America is the only country that measures distance in miles and not  kilometers.
4f79dd4b1c99219c526e23e55f88ea19,Friday wasn't in the mood to be answering questions.  After a ten hour interrogation he was what?,getting tired,sharing information,rich,teaching,boredom,0,That is a long time to have to talk to someone making them tired
20ae8e75f8537c575d60690282989cb7,Joe lost his left cymbal. He needs it before practice.  Where would he go to get a new one?,marching band,drumkit,music store,symphony orchestra,grocery store,2,Ashton Blackstar Boss Carlsbro Casio Chancellor Daddario Dean Markley Digitech Epiphone Ernie Ball ESP Fender Granada Havana Hidersine Hohner Korg ...
ff5542bb0479691857850071fdf69bad,James didn't like bringing his suit to court.   He didn't wear it when he heard what?,resentment,crime,tensions,going to court,verdict,4,A verdict is revealed in court.
62e8ce73bb27850bd558399cbaf65a39,Where do you get a needle for a routine checkup?,sewing basket,eat cake,doctor's office,hospital,haystack,2,HOSPITAL IS THE ONLY PLACE THAT IS USING THE NEEDLE FOR THE CHECKUP
4d5b1643b0b8d7187c2c27995a8dd126,"The bald eagle made a nest in a tree surrounded by others, it made it's home in a vast what?",u.s,forrest,grand canyon,park,canada,1,Forrest is the best place for a eagle to make nest because of its ambiance and suitability.
597236036758f2359ccef6388af8f67d,What part of the apple is typically left behind after eating?,grocery store,peel,seeds inside,farmers market,stems,4,The stem is generally picked off the apple. It has no flavor.
ce2b2390277cc5ab04d85f608239a251,Where can you buy eggs along side many other types of food?,egg carton,supermarket,refridgerator,breakfast,chicken coop,1,Eggs are usually found at the grocery store.
8f244f12f21de1457cff0b51ea4486c2,"The person was quite sure how to express his thought with proper language, he didn't know how to what?",study literature,word sentence,own animal,thank god,think,1,someone who can't think of how to word something can't put together a proper sentance about it
9f782d67e65a35896c6d03d188fc5d69,What is the opposite of an odd number?,expected,even,irregular,habitual,regular,1,because even number is divided by 2
1467417a161bf4b90eb7d0689acb9014,"the dog brought a stick back to the house, the man could tell it came from a small area nearby, where was it likely from?",grass,forest,woods,yard,outside,2,"Houses are usually by the woods, and you could most likely find a stick in the woods compared to a patch of grass."
c83e71e662848c78c20253105b1420e4,Where is one likely to find an old newspaper?,library,lawn,front door,jail,subway,0,Librarys keep old newpaper clippings for future use
f905f047c9accaad0168614c88e21bec,What is generally a person's main goal when they spend time learning about a subject?,change,gain knowledge,elation,headache,boredom,1,"Not all subjects cause elation or a headache.  If you learn about any subject, you will gain knowledge."
443d8d43c9c5579f61cb93f27855175a,What is usually next to a door?,apartment,office,wall,building,kitchen,2,Wall is the closest to the door.
badb606c1c9b4582f85d6da3337b06eb,What might a fish avoid for safety?,stream,end of line,market,pond,boat,4,People fish off of boats which is a danger to fish.
d8c7ebfe74eb77ed316b5dc9146c9119,What would someone be doing if he or she is killing?,commit crime,laughing,smoke,feel anger,die,0,COMMIT CRIME WAS FIND THE KILLING PERSON
0091b3392595c7143c522486ca199b94,Where could you go to spend money?,supermarket,car show,water fountain,bank vault,art show,4,The art show is the place to spend money.
3767e85f32541323c1a09105d758f160,"The executives talked strategy walking through the lobby, what were they likely discussing?",opera,office building,receptionist,business plan,game plan,3,"It would make sense that someone that is an executive would be talking about business, especially if it's strategic."
749d9d5c1541645082f06a4b3402cb2f,Where is the last place food is before being eaten?,kitchen,plate,dinning,stomach,pantry,1,"Food is on the plate right before you eat it, but in your stomach after you eat it, and in the pantry way before you put it on the plate."
84f6bbb4ec381c5cb33bc93661584cb9_1,You would expect to find the reception desk in what part of a business?,building,lobby,office park,motel,outside,1,Reception desk is the good for business
879b787d4eb4a84e08597af2706ef016,He was very critical of the execution of his team while doing what with the opponents?,trivial,minor,praising,eulogistic,unimportant,2,"someone who competes with or opposes another in a contest, game, or argument. ""he beat his Republican opponent by a landslide margin"""
888da53d96f9d0dc625dbdc6c36fd0b8,Where does a lounge lizard likes to hang out?,jazz club,dessert,tropical rainforest,mountain,rocky places,0,Lounge is found in music clubs.
68d0e50e5233ea9071ab4eff2f041399,"Bill has a desire to learn, but doesn't personally know any teacher, where should he go?",memorize,understand better,attend school,read book,church,2,he attended high school and medical school in Madras.
52a8debb7db31494ecfd9b6f61823166,Where would you go if you wanted to buy an apple and some ice cream?,refrigerator,horses mouth,grocery store,desert,greengrocer,2,A grocery store is where you can buy apples and ice cream
d6dc58ae42e48bc133cafca3219148ee,"If they weren't sightseeing, why were they diving through the cave?",wetness,get wet,exhilaration,going somewhere,to get to the other side,3,"When someone goes through a cave, they have a destination in mind."
517d7ea713d5a3847e548e3038a08437,Sarah went to a genuine Western streak house.  Where might she have been?,mexico,japan,outback,new york,texas,4,I consider it the best option because they have to be more true
d6410bf635cf3eb233bbabde114e366c,Where would one find a snake in a swamp?,oregon,mud,tropical forest,pet store,louisiana,4,Neither the pet store nor Oregon have swamps.
725a755c58d77aca6a65970bd8112e79,"Some horses are white others are black, but many are this color which might lead some people to think their milk would taste like chocolate?",big but gentle,kept in stables,cuddly,brown,running in herd,3,chocolate milk is brown
b29c742e52467e6b721f8a5bf6f2d5cf,"If my heifer has a certain attitude, what state might she be from?",new hampshire,texas,the country,barnyard,county fair,1,Texas is the cattle state.
a70aec60e8e68fab4287acfd7e16e37c,The area between oceans and continents is very?,bridges,wide,salt water in,wet,very deep,1,Wide is the only accurate description that can be used to describe an area between oceans and continents
a70207ad013f37c7e88177ab9642666a,"The therapist said they needed to work on what, and that just talking to one another is the first step?",persuaded,communication,laughing,learn,friendship,1,Communication is finding a way to talking with one another
7b78676145c3e949ca6905efdeae5f8f,Where are you likely to find the freshest tomatoes?,pizza,squashed,refrigerator,market,on pizza,3,Markets usually have fresh tomatoes located in them.
b195c4eb81b16d2c0c781513f149cb54,After standing in line all day what is likely to happen?,learn a new way to bake bread,order,tiredness,get tired,fidgeting,3,Tiredness grammatically makes sense as something that would happen after any all day physical activity.
43168f238cc9e28e9b7446f3008fe3b0,james wanted to fight inflation because he didn't like losing value when he did what?,more money,save money,can,costs money,pay less,1,He's trying to not lose money.
c021f543d372d75f40414424ddf8bcb9,"The fox saw itself on a piece of paper wearing silly clothes, what was the fox looking at?",hen house,in a cornfield,storybook,natural habitat,dense forest,2,The only way you can see yourself on a piece of paper would be in a storybook.
02ba66eba76b1b4df39816c6f04d8c9e,"He felt pride when he looked at his new mile time, what did he do?",paint house,compete against,tell many people about,improve yourself,pass class,3,what training might do
05ee0cc8df25fe5ea1f3600c17f1515d,what does having sex without protection lead to?,sexually transmitted diseases,making babies,bliss,aids,unwanted pregnancy,4,They have internal instincts
bc10f551d1b1e9ac1921e770dcb65467,"The bookshop specializes in course texts, where is it located?",mall,sea shore,shopping center,student union,department store,3,Student union is the only place that a bookshop specializes in course texts is located.
9485fccae2a78c41621adeace5197c91,Where would you likely find a laser in a university?,cd players,laboratory,aircraft,hospital,cdrom drive,1,I consider it the best option because they have to be more true
e1f68879a6469ba722e57d4dbbb23e55,Having to fight inflation brings a lot of this sentiment to the public?,poverty,higher interest rates,saving money,not very much,dissatisfaction,4,dissatisfaction is the only sentiment
9bf395a319d8d770074ebc9e38549ba4,What can you do if you're fiddling on violin?,dancing about,bluegrass music,make music,playing,drop,2,fiddling usually means playing
58288e370190424aea227ce047d43f76,An evening of remembering often leads to what?,knowledge,remembrance,nostalgia,problems,knowing,2,Nostalgia occurs when you are remembering past events in your life.
f8e3a28ebe889a2117786dd956866780,If you are getting drunk you will need to drink what?,booze,ethanol,sauce,consumption of alcohol,drinking alcohol,0,Booze is the only substance that drinking will lead to getting drunk.
50faac3828173ab997c6cf39a3ae3503,James installed his new curtains to keep the light from shinning on his television.  Where is James probably hanging his curtains?,show,grocery store,department store,house,theater,3,It is unlikely that James is having his own curtains installed in a public space.
3b6fef7584192a8eeb70d32903cbe4b7,"The weather was nice, but Sean didn't count on that. He knew it could do what?",look beautiful,storm for days,change quickly,start raining,surprise us,2,THE WEATHER WAS CHANGE QUICKLY
5e056aa509c03f0818efda045de3bb5e,"If you do not have a bean, where would you go to get one?",cooking pot,coffee,beantown,neighbor,food store,4,IN THE FOOD STORE WE HAVE BOUGHT THE BEANS
9d5b19f0fd98986916ad64f5f76185d4,What type of exertion do you utilize when hiking?,mountain,physical exertion,adventure,exercise,shin splints,1,Physical exertion is the only answer which address directly the question about exertion.
9fb1ae89792455697a86df516e721f88,"A student takes an unpaid membership, why on Earth would he do that?",gain experience,taking notes,listen carefully,study book,capitalist exploitation,0,Because he wants to learn.
31a5a9a926a1ce92f8a26c6ecd685484,"If you like learning about science, you are all?",frustration,experiment,invent,smiles,gain information,3,Smiles describes the joy studying science brings.
4d4278018142d38c9b98dc25ec2022a2,What might I use if I want to give a grape as a gift?,kitchen,bowl of fruit,box,field,fruit basket,4,"A fruit basket is often sent as a gift or a way to say ""thank you"""
1edbed7e558e1a9a3e0284d296c6a417,Where would you find an expensive lantern?,a collector's house,dark place,house,antique shop,street,3,the best place to find an expensive lantern is an antique shop
ca8cbc087919c4eee8dc26abd85066de,"John was was looking for a shirt, so he pulled open this.  What did John pull open?",closet,chest,drawer,dresser,suitcase,2,Shirts a typically stored in drawers in dressers that pull open to get to the stored clothing
6139e727c456e101099f8846d6afbe41,"The automaton wanted to save money like normal humans, what did it need to learn about?",museum,banking,science fiction plot,lab,computer work,1,Banking info most likely to help person or robot save money.
8bc27034485694b349cfc3f3dda23352,James's first priority was finding information.  He wanted to know for his own what?,understanding of,exciting,thoughts,gratification,hatred,3,James gets gratification from finding information.
531d225164c7ff45bdbd39c5a0cc451a,Where can a mouse be found in a box?,at the store,computer store,cupboard,pantry,own home,1,computer store  mouse be found in a box?
d0a2bbf4010dd0d25ac99235b252ea85,Sometimes it seems like government wants to control anything and what?,washington d.c,everything,all of us,country,capitol building,1,everything makes it a common phrase.
f4d55acb482e39d3669cb5a9a79653fc,"What is typical of a person with blemish free, flowing skin?",finger,makeup,body,own family,good health,4,Someone that has nice skin tends to be hydrated and healthy overall.
8994e1a230367c69c3c9ffdb3ef63971,"Needlepoint requires many accessories, what holds the work taut?",sewing,collection of folk art,livingroom,frame,bathroom,3,that's the best option since that's where there are more roses
7775f8e517975f53fa24309d8c90cfc3,What does a policeman patrol?,street,coffee,freeway,donut shop,police station,0,Patrolling usually refers to keeping track of a localized area.
672b8d73fe2de59c873d917de8d1abb8,"They were having friends stay at their home, they apologized for only having a sofa bed in the what?",basement,hotel,garage,guest room,horseradish,3,"Guests stay in a guest room, not a basement, and horseradish doesn't make sense"
c8556529946a1efd29650e1760eb05a4,Sarah couldn't make the afternoon meeting and had to reschedule. She promised to .skip dinner and go to sleep earlier that night so that she could make it.  When might the meeting have been rescheduled to?,before noon,after,morning,evening,before lunch,2,"If she was going to sleep early, it stands to reason she would wake up early to make it to the meeting."
3e5d5f3ab62f87696d45ce2fed6e665a,How can the shape of wood be changed?,nailed,grind,carved,polished,warp,2,"Nailing and polishing doesn't change shape, only carving does."
a3629ad7e3334e3eac14b81255a59bda,From where would you take a magazine home after paying?,bookstore,library,bed,shop,airport,3,A shop is where the magazine is sold.
39d363be56a38da1d1f89a4ca8c72059,It was a ridiculous answer to a simple question.   The professor expected something loss convoluted and more what?,solemn,straightforward,pensive,somber,serious,1,The opposite of convoluted would be straightforward.
31aa3c1629e3c434917fd2c6300af778,What might learning about science cause in someone?,scientific knowledge,intimidation,boring,become educated,sense of wonder,4,"scientific knowledge is gained, not something that gets cause in someone and intimidation is not something you would gain from learning about science"
78cb6c6da7a2d31bc251a0b64bfd5f0d,"Cats are looking longingly at an aquarium, what are they looking to do?",like heat,play,eating fish,drink water,come to dinner,2,cats are eating fish
4b7ff2fa2d6865f6587dc8fa50c5ded1,What can be the end result of waging war?,people dying,heartache,killing people,evil,suffering,0,In my mind all three answers are right - but at the end of a war there are the dead people who counts.
1c83fb1796e20a7ada41e8384b2bf6bc,What is the one thing you cannot do if you're on the move?,sit still,stationary,running,stand still,stay still,3,"People can be stationary, like standing on a train, and still be ""on the move"""
86ba32c48ef4254f98ada77f7b693cf4,"While some people prefer to lie, others do prefer to bluntly what?",amount to nothing,talk louder,talking loudly,talk to each other,state facts,4,I consider it the best option because they have to be more true
c7e36eeab8f7b169f74857f9c8691c62,Where could you find a blowfish in a zoo?,jungle,sea water,cuba,atlantic ocean,lake,2,there isn't a zoo in the atlantic ocean or the jungle
c57a632a43556a3883d4b6afe86b3f59,Where would you put a sealed drink if you want to bring it with you?,cup,cabinet,cardboard box,stumble,backpack,4,Backpacks- Buy Travel Backpacks Online at the Lowest prices in India on Flipkart. Huge collection of college backpacks & waterproof backpacks under Rs.899 ...
06775a33ae2814f5e64d843f52e1f736,What have you done if something you do makes life harder for someone?,baked biscuits,make progress,make haste,take time,make trouble,4,trouble is the only answer that implies life being harder
fe9289f5b584097e5b4e374b7bbbea59,"Despite reports of bad weather, the wedding day was gorgeous, what did the weather do?",surprise us,thunderstorm,occur here,change quickly,look beautiful,0,"Everybody expected bad weather, but it was good."
c05279053c9046143f421dbfc699ede8,What place in the US has a lot of mines?,ground,cambodia,mine craft  game,pennsylvania,mountain,3,Pennsylvania is a specific place in the US.
02d96f329522d730fe4129b6bdb8355d,Children can become obsessed.  Charlie focused on reproducing what made him feel good.  He wanted to squeeze all the what out of every experience.,children,overpopulation,birth,fun,larger family,3,fun is the only thing make kids feel good.
9dfda453c0a4beabad0c1657ae34338a,Billy shoplifted a cheap watch.  Where might he have grabbed it from?,jewellers,guard tower,department store,police station,bedroom drawer,2,department stores will have the best deals
49833dc628a93ef69c645219987f49e7,Where can I ride my bicycle in order to take graduate classes?,bike path,schoolyard,netherlands,street,university,4,You think of classes and graduate you think of universiry
44612de97ef841bc179d84b05269e08a,"The idiots in the front row would not stop banging on the glass, there's always at least one of them at a what?",bar,sporting event,internet cafe,garage sale,hockey game,4,the glass is a typical name for the plastic at a hockey game
e26b78a6980a423707e8ec2accdc9d13,"He promised he would fight enemy over the transgression, even if it was to the what?",victory,casualties,death,eat,dying,2,death is the result gotten when you fight with the enemy
95544596e1a58289880ad9c1b0faf09d,Where can customers shop outside?,mall,market,the ocean,found in restaurant,bookstore,1,"Outdoor shopping centers are often called markets, where malls and bookstores are located indoors."
fb8040aec2f3c032837926329efa9592,What would you experience after awaking from a nightmare?,headache,get up,happiness,discomfort,shock,4,Nightmares are a source of fear
ceb5a5591ba48b83349ac68dce04fd3b,Where can you find  a pretty flower in the ground?,shelf,windowsill,park,in the snow,vase,2,You can see the pretty flower in the ground you definitely take it down
8ff534619f084897399c81b64ea2d160,"They are chatting with friends about old memories, it won't be long before somebody what?",exchanging information,will laugh,agreement,staring,social approval,1,"Since the friends already know each other and have old memories together, they are aren't exchanging new information, and instead will likely laugh about old memories."
40762382b71cbca3b2eb8ed15e068bda,"The comforter was a favorite for cuddling in front of the TV, where did the family put it?",outside,washing machine,cedar chest,bedroom,livingroom,4,most TVs for families are in living rooms
af1e9bf2e70bb2bcb98bb657822fc4b8,What do you have to do in a boat to bring home fish?,go to market,reconsider,buy vegetable,go fishing,buy aquarium first,3,A boat is the only location in this list you can fish from.
14e9f1ab04ad31019e71dc3fd2c0ca50,What would use an account book?,desk drawer,purse,bank,keep accounts,keep track of emails,2,"a bank. A desk drawer and/or a purse would not use an account book, they are inanimate objects and have no use for the book."
6325cf04cb84e46c88e6ed9a3007e898,"The poet was being discussed amoung teenagers using Socratic dialogue, where was this happening?",unemployment line,library,home,classroom,university,3,"Most teenagers aren't old enough for university, and most probably aren't studying at home with many other teenagers, hence ""classroom""."
6a0b224a868024d66e226361eea0c4b0,"Government, planned cities, workers, institutions, technology and record keeping are characteristics of what among human populations?",country,civilization,citizen,canada,city,1,Human populations are also referred to as civilizations.
4030730fb83f5b61a4fed4f9ebe9a88b,"What does Discovery have a number of, starring a shark?",open ocean,gulf of mexico,tornado,television program,coral reef,3,THE TELEVISION PROGRAM DESCOVERY  SHOW ABOUT SHARK VERY KNOWLEGABLE
bce91fd781adeb4d966e02ab44899cf8,Where can one find a singing human?,band,aircraft,outer-space,space shuttle,factory,0,Band or BAND may refer to: Contents
0e86a799b66baba6462dca8bac6ad9a9,What did I do that has made me on the ground?,falling down,peace,forgetfulness,death,injury,0,the only way to be on the ground if you fell on it
193eaf096e499477ff0c937e8eb231a2,What is likely to happen to a person in Washington State found guilty of stabbing someone to death?,imprisonment,capital punishment,killing,hurt,enlightenment,0,stabbing someone is illegal
a6d37744a4a0f2dd1707e1bf5b4a0ee0,John loved to pretend.  He would waste many hours doing what?,learn to act,have imagination,day dream,have fun with,acting,2,All the persons are loved to pretend in whole life.
8fe0767cf6e7b421b8f9135d587e5b28,The tourist was probably most happy to capture pictures of snow on what?,canada,roof,mountains,ground,ground,2,"it's normal to see snow on the ground, but a tourist would want a picture of something nice, like snow on the mountains"
f2487f17432f98b076a550528d779126,What often happens to the remembering of people who are stressed?,knowledge,problems,difficult,nostalgia,depression,1,Those who are stressed often have difficulties recalling memories.
43ff0fa9c684e437976a7e476f10f9b2,"The bald eagle avoided big cities, what kinds of place did he prefer to be?",canada,maine,countryside,united states of america,florida,2,The countryside is the only place not around the city specifically where the bald eagle wanted to be.
6151ee8ee2311bf3e91075f400078426,"Lilly loved peace and quiet, but she couldn't find any where she lived.  She took drastic measures and went somewhere for solitude. Where did she go?",library,home,top of mountain,sea,grocery,3,The sea is considered to be a place of solitude because it does not have many people in it most of the time.
ac169325b252ad21db5900f2b4ee6f66,James crushed his paper coffee cup and then left it in its proper place.  Where might he have left it?,coffee,desk,starbucks,cupboard,trash,4,when items are done being used they need to be thrown away
f5366af5f631fafd7789f97ccbc25510,"They teased him relentlessly for being a girl, this all started when he was caught in the locker room bathroom sitting down to do what?",knit,pee,relaxing,watch tv,talk,1,"Most males do NOT sit while taking a pee, so this is the most likely answer."
6b1bd6d3cfb02d3fa1ab61d8ddd67c6d,Minerals can be found on what third rock from the sun?,nebraska,multivitamin,michigan,ore,earth,4,Earth is the third planet from the sun and fits the question best.
1bc1d62d86009c1107b9f74fe405bda4_1,"He was scared of skiing after the accident, what did he want to avoid in general?",broken spirit,healthy body,broken bones,cold nose,broken legs,2,"One is scared of breaking bones, especially after an accident."
eae2dacce88c2d046660009717bfed61,"The human wanted to give a bone as a reward, where did he put it?",skeleton,human body,dog's mouth,fresh fish,barn,2,"You've probably heard the old myth that a dog's mouth is cleaner than a human's. Dogs do lick their wounds, and they rarely get infected. However, according to the pet-info website Paw Nation, it's not because dog saliva is like antiseptic."
0bf57464dbef4603748d1e24ac8be0aa,Lilly wanted to go about procreating but what no desire to have sex with a man.  So she went to a clinic and bought something.  What did she buy?,partner,in bed,orgasm,cum,naked,3,She need cum (also called sperm) to get pregnant.
a6faf89c5a928593dfe95f0a4859c4cf,What is the opposite of little?,least,much,bog,lot of,big,4,Becuse big is the opposite of little.
6b91e83e9da307cb4ad52d859c5c4483,Jane read all of the related literature before she went into the room to speak with the others. Where did she keep her literature?,meeting,conference,public library,bag,shelf,4,This explains that Jane had another room devoted to books that were kept on a shelf.
159477bdf8f649889ad7d8b4b10bf821,"While the statistician thought the anomaly was important, what did the contrarian demographer think?",trivial,negligible,slight,unimportant,petty,1,because seeing the question is the answer that best matches the question
b7ea3a06ca9bb5a20cde2318db958c6d,"If a person wants to sort a pile of stuff, they must start by what?",control computer,go on vacation,cross street,gain weight,separate things,4,"To sort means to put in order, therefore separating things would be the first process in sorting a pile."
a530dab5597faf0d96991448b0cdf89e,"I have some food that I want to eat right now, where would I put it?",cup,kitchen,pantry,jar,plate,4,We generally eat food by putting onto the plate.
1f0bae8deadb73013b339ff711cf331d,"When people have money wand want things, what do they tend to do?",sell items,tell truth,learn from each other,own objects,selling food,3,THE PEOPLE ARE HAVE MONEY TO SPEND WANT THINGS TO OWN OBJECTS.
0946b28583d5b145e5890a09b69c4c9c,The hamburgers were flame-broiled so where were they served?,mcdonald,cooked on grill,burger king,fast food restaurant,hockey game,2,THE BURGER KING SHOULD SERVED THE HAMBURGER IN FLAME-BROILED
61c139860da6e1a4f5fceb2ec73e5d84,How would you start living life with someone else?,make love,get married,gone to jail,have children,learning,1,Getting married is the first step of beginning a life with someone
b783244794119088bbe1bad3b4bee38c,"There are laws concerning safety, therefore a fire extinguisher must be kept in every what?",most businesses,house,public building,vehicle,chemistry lab,2,Public buildings are open to all people and must be safe for them to enter.
d005c0390b3fad218efeaef0088464c3,Name an adjective that can mean the opposite of normal.,unconventional,reverse,strange,uncommon,ill,0,People use the word unconventional to indicate that something is not normal
76da518559303d15ac721dfc1b3f9a2c,"The knob of the kitchen drawer wouldn't stay tightened, so he went to buy a new screw where?",control panel,television,opening mailbox,supermarket,hardware store,4,A hardware store sells tools and supplies for DIY projects around the home.
fa6f196ed3eb1df0abee8049750821a8,"The living do many things that the dead do not, but one is most important.  What do the living do that the dead do not?",talk,sometimes bad,pollution,happiness,have experiences,4,hat does not mean that I am a perfect person.
f3ed103edc7729a7b721d3fff53e64a4,"James wasn't much of a leader, because he had nothing to lead.  And a leader without something to lead, no matter how skilled, is useless.  What did James need?",battle,army,company,organization,school,1,LEADER HAVING THE FULL AUTHORITY TO LEAD THE MEMBERS IN ARMY
6462376819199fc3ae8fea6e634e383f,Some monkeys originated in this place that has borders and many people.,kentucky,rain forest,treetops,research laboratory,south africa,4,a rainforest does not have many people and neither does a research lab
4a953b905d806271d3c59d8359fff103,Studying too intensely can cause what problem?,understand themselves,understanding,gathering information,knowing more,headaches,4,Studying causes the brain to work
a368a87946f5a038780101a5b9ef23bc,Who does the teacher speak with most during the week?,school children,teach pupils,work in school,other teachers,time test,0,A teacher speaks to her class most.
9962a9930cdc6d25b0eccae908b24324,Where would you put a writing instrument if you are a woman and want to bring it with you?,stationery store,ball stopped,pocket,purse,classroom,3,A purse is a the thing that woman can put the pen and carry with her
cb2917ee3dbbcec46469c52a3dbef8bb,"Bill noticed that his hands could do many things.  He was thirsty, so he used his hands to do what?",catch balls,articulate,cup water,soft,pick up cup,2,Hands can be cupped to hold some water to quench Bill's thirst.
625777070003f1dcb0b1443ccb06e2a6,"The pioneer went to the general store for food preservation supplies, what was he looking for?",barrels,checkers,baking soda,salt,water,3,Food does not be prepared without salt
26b97b48d9ffbf2e5234f1e1622e5479,What has happened if you agree with someone?,asking them did we just become best friends?,nodding,become closer,concordance,shake hands,3,because concordance means agreement
743b3da782e8e40c004cb2a28d77ac82,"The person was there to study the apes, she would have to live out the in what for months?",isolation,mistrust,make mistakes,executed,desert,0,She is by herself to study the apes.
67d35f1450a729e66f03c019fe747691,James is a customer at a restaurant.  The restaurant is very busy and James is frustrated.  What might he be doing?,raise hand,wait in line,take number,pay bills,order dinner,1,"If the restaurant is busy, then James is definitely waiting for a table at the door."
953e3e00838879112c6541113ff89b3e,"He was serious and pragmatic, so why did he drive his car?",transportation,car crash,death,sleepy,stress,0,"People drive cars to get around. A pragmatic and serious person probably would not get stressed and want to just drive around, and death just doesn't make sense."
33fd140e08ec921cc291c777a8751e3e,"He took a toll road and ended up in a state he couldn't spell, it was probably which one?",new jersey,new york,minnesota,eastern united states,connecticut,4,"New York is fairly simple with two words that are 4 letters at most. If they reside in the United States they would be able to spell it. Since they may or may not have heard of Connecticut they may or may not be able to spell it. Also, Connecticut is not spelled exactly how it sounds."
2903750881660d19144e0adad992d2a1,What is the goal for a student to improve in?,kindergarten class,kitchen,class room,every aspect of life,library,3,You want students to take there education beyond school and be able to use it in every day life
d55a202597f48aecee15dc249f12e15a,If you see a horrible sight at an area of elevation what may you feel?,disgust,diminishment,jealous,depression,reduction,0,I CAN NOT DISGUST
88dc34fc9df0bdadbb9ec9a417c5967c,Where is the best place to make food?,kitchen,supermarket,table,stomach,restaurant,0,"A kitchen is the only place where you prepare food, the others are for buying and eating food."
a196cee295bf5c20bc6049c1b2b3b05c,Where can someone store extra sheets of paper?,printer,box,cutting and folding,cabinet,office,1,Sheets of paper are often stored in boxes
0a678030fce19b9117ae66c9c25de176,"She had trouble remembering her happy wedding day, but when she did, what did she experience?",hunger,knowing,depression,knowledge,pleasure,4,"Though she might have trouble remembering it, her wedding day was a very happy day for her so when she was able to remember it, it filled her with pleasure."
391a173bc15451d862849d79581b513c,What did Van Gogh feel when he found his long lost painting?,new look,physical work,new color,great relief,slashes,3,Great relief is more of a feeling then any of the other choices.
42a92eb7df701cd4db00c63da85e3b6e,"The person saw the tomatoes were dying, what did he do next?",feel stupid,eat fruit,thank god,water garden,run,3,The person would water the garden to prevent other tomatoes from dying.
2d9af15cc24dc623143868c74a2ffae4,"He chuckled as he knocked on the door, here he was actually needing to borrow a cup of sugar from where?",neighbor's house,office,theater,gas station,wall,0,he was actually needing to borrow a cup of sugar from A. neighbor's house
9d12366ba0280e101d0f4dc653bb720f,Where can a human find body coverings?,phone booth,clothing store,workplace,swimming pool,closets,1,pools and phone booths do note have body coverings
6144c2588f395fd3b0104caf4bb26d68,What would one like to do with friends when there is no agenda?,hang out,talking about,bond with each other,meet for lunch,side with,0,One might like to hand out with friends when there is no agenda
1c1739da0fb8a2a8797e70612042a4b4,"Even if two people don't experience attraction when they meet, over time they can grow to do what?",love others,love else,flirt,love another,kiss,3,love doesn't happen immediately
a13ed0027fcd7542b2d81b08736af34f,What can you see when you use television but is not needed to use television?,plug in,kill,find remote control,remote,open eyes,1,You don't need to kill to use television.
41b54dd83ca743d8b84dd6811fc150d8,Who collects many a drop of blood?,mosquito,human body,needle,slaughter house,blood bank,4,helps people save lives
c96a86957a9ab1d8ca0aeeb7f040d87a,Where would you find a dictionary near young people getting lessons?,shelf,friend's house,table,library,classroom,4,LESSONS WAS TAKENN IN THE CLASSROOM
3c6ba8e8a1170b2d804c3cd024afc13a,"Susan was a mean person. But even so, she could show what?",mean cruel,friendly,kindness,nice,generous,2,Only kindness is a noun
ab9fc72abf4d441c8e3dd39ff5b063e7,Where could you find a bed that has been used by many people?,mattress store,rest area,hotel room,apartment,loft,2,the closest and most accurate option
b54be09553b6e21268f6a3f97ca7668d,"James lost hs return ticket during his vacation.  He was very frustrated and couldn't get a replacement.  Because of this, he missed what?",tickets,plane,suitcase,pocket,airport,1,Losing his return ticket means that James cannot board the place
7f4714257948b649d9b20eedc77a57c0,Where can you buy an electric fan?,sauna,home,closet,hardware store,computer,3,An electric store is the only option that sells things.
b09565ee419576bc451a65a1013443ec,Where would you use a changing room before gym?,gym,clothing store,change baby's diaper,department store,schools,4,Gym is being referred too in a school setting
fa2659dadb5f427b3a246776986df0de,"If I lived in a small village outside a city, which general geographic area would this be?",africa,countryside,the mountains,south american country,ohio,1,Countryside is the only generic term. The question never mentioned Africa.
5723ba94422ca25f6871be7c6eeeca23,Where would you find many tables of silverware rolled into nice displayed napkins?,silver,park,table,cupboard,restaurant,4,Most restaurants will have the place setting already on the table and the silverware will be rolled up in cloth napkins. There are also many tables in restaurants
ac9981d360642c5fb0b27729df68d182,"Ones and zeroes are how computers do everything, you could say they simply what?",addition,do work,do arithmetic,multitask,share files,2,Ones and zero's are numbers which is arithmetic
3f41bd19d272e4745b6a64b76387c887,While attending a lecture what should be done in the auditorium?,take notes,listening,fall asleep,falling asleep,learning,0,One attends a lecture to learn something and would take notes to remember.
d0a7cd20fb38f1aef4fb5ec4a207df86,"The person was frustrated when she couldn't find what she was looking for online, what did she desire?",food and water,acknowledgment,freedom of information,information,freedom of expression,2,"Choice C has no bearing on the question. The person (at least at this point) was not looking to express anything she found, she was just trying to find the data. Thus A is correct."
9c2bdf673b622c48dd2d3f10db882d87,The high teenager was having trouble grasping that the world was always in motion even if he laid there what?,frozen,stillness,being still,standing still,stopped,2,The high teenager was having trouble grasping that the world is a good
