id,question,choice_0,choice_1,choice_2,choice_3,choice_4,label,human_expl_open-ended,nle,max_shap_value
e13eaf84dcbb81681834b71748c635d1,The video game featured an anger bar that you charged up to more easily do what?,illustrate point,destroy enemy,cool off,write letter,get drunk,1,THE VIDEO GAME FEATURED IN DESTROY ENEMY.,The video game features an anger bar that can be charged up to make it easier to perform actions such as destroying enemies.,0.028422531118849292
6eeed1adf634167228ae78ca419ff0c3,Where does an audience come every week to listen to a person speaking?,hockey game,church,sporting event,movie theater,phone call,1,In a church people listen to a priest or pastor speak.,An audience comes to listen to a person speaking every week to enjoy the speaker's message.,0.2430576857586857
7a48aa025cf0caa5f80a89373243978a,Artificial intelligence is changing society.  Shifting needs and capabilities have led to what?,change in leadership,revolution,no water,acceptance,depression,0,Shifting needs and capabilities usually ends up with a change in leadership.,"Artificial intelligence is changing the way society operates, with a shift in leadership and capabilities. This can lead to either a revolution or a depression, depending on how the changes are implemented.",0.2236560149176512
2aa5bb167a2dc8c3f8ea7e8e908e6932,"James was a politician, but he loved the finer things in life and had few scruples. He took things that he shouldn't have.  What might those things have been?",win elections,re elected,bribe,power,the majority vote,2,A bribe is taking something that should not be taken by a politician.,James was able to win elections because he was able to offer bribes to voters in exchange for their votes.,0.39303159108385444
531bd00e7b479628de07f9702a36865e,"Grooming ones self is know to increase this, by generally increasing self-esteem?",injury,mistakes,late,satisfaction,love,3,To have a high sense of self-esteem is to be satisfied with oneself.,"Grooming ones self can increase self-esteem by making improvements to areas such as fitness, mental and emotional health, and interpersonal relationships. By engaging in self-care, one can increase their overall sense of self-worth and feel more confident in their abilities.",0.30072576765087433
fe0ea083448c9749c3897d7ac9f84a84,"The person was bored by the remedial math class, what did he want out of the class?",look beautiful,swimming lessons,intellectual stimulation,own house,time to rest,2,Intellectual stimulation is the only thing listed that would cure boredom.,"The person was bored by the remedial math class, but they still wanted something to engage them. Therefore, they decided to seek out intellectual stimulation by finding activities that would help them stay engaged and motivated.  This could include joining a discussion group, finding online tutorials, or finding a mentor who could help them find their own way in the class.  By engaging in these activities, the person can build up their understanding of the material and gain a better understanding of the class.  Additionally, they can gain a sense of satisfaction and accomplishment from completing assignments, tests, and projects that involve intellectual stimulation.",0.165209804486949
9d8bedfc18b9b9d7ee00eadec25aac2b,"The kids had been having fun all day, there was now a what?",wild ride,need for rest,a massive bear,playing marbles,constructing,1,"After having fun, one may need to rest.","The kids had been having fun all day, but now they need to rest so they can continue their day with renewed energy.",0.5069216071860865
801421e05500e2fd35c215c9ae7d676e,"Some human beings have chocolate in their pockets, what happens to them as a result?",transcend reality,read newspapers,experience spirituality,melt,act,3,"Because chocolate has a low melting point, it will melt when humans put it into their pockets.","As a result of melting, chocolate can enter the bloodstream and cause a pleasant feeling, increased energy, and improved focus.",0.41824110585002927
6e6b928322bf7ba9781b4e81355a65f6,When you hair grows too long and heavy you can cut it to make it more what?,very thin,more manageable,smooth,lightweight,long or short,3,"If you cut long hair, it will end up being more lightweight than before.","Cutting hair that is too long or heavy can make it more manageable, as it will be easier to brush and style.  It can also make it easier to maintain a desired hairstyle.",0.16459776420379058
93382c8aabce07c0bd4ccd6ddc4450ab,What kind of place could you find a beaver in?,zoo,middle of road,dictionary,british columbia,countryside,4,the only place that might have,"A beaver can be found in many different environments, such as zoos, on roads, in buildings, and in the countryside.  It is often seen in the latter two locations, as it is well adapted to living in these diverse habitats.  Beavers are also known to sometimes build dams and ponds in the countryside, which can be a source of water for other animals.  Therefore, a beaver could be found in many different places.",0.12002942358958535
cd0c83344e05c5c650e86ab7663cb3e8,Billy set of the chairs on what surface?,floor,conference,building,theater,online,0,Chairs belong on the floor.,Billy set the chairs on the floor.,0.06373835750855505
1533dc3403bcdb227dec51c94aae7838,If someone has a head they will also have the ability to what?,base,hands,foot,subordinate,point,4,If someone has a head they will most likely have eyes and arms and be able to point at something.,"A head implies a certain level of intelligence and awareness, so it follows that someone who has a head will also have the ability to recognize and understand concepts, as well as the skills to manipulate objects and interact with others. ",0.29106137208873406
6431537d512b33c555209915a4477c7b,What is a positive feeling that you might get after going jogging?,heart rate increases,heart attacks,sweating,sore feet,feel pride,4,WHILE GOING JOGGING WE WANT TO REFRESH OUR MIND IN RELAX MODE,"Running can cause increased heart rate, which can lead to a heart attack if it is too intense or too frequent. However, running can also increase feelings of accomplishment and satisfaction, which can be a positive experience.",0.21981229539960623
1913b9681c0b956c65defcaf94c4195c,If you are jogging all day what is likely to happen?,improved health,heart attacks,shin splints,strong legs,being tired,4,"Exercising this way tires a person out, especially for an extended amount of time.","Running all day can lead to being tired, due to the physical and mental effort involved.  It is likely to cause improved health in the long term if done regularly.  However, it may be beneficial in the short term if done in moderation.  It is important to listen to your body and adjust the intensity of your workouts accordingly.",0.08972391668066848
c6d92e108160e056c89c8bc3d772a914,"In the morning you return to work, in the evening you?",get life,go to meeting,get out of bed,dressed,leave work,4,"When the work day is done, it is time to leave work.","In the morning, the individual will likely be at work, and in the evening, they will likely be attending a meeting or leaving the office to get out of the office.  Therefore, it is advisable to store any data or files that need to be accessed in the morning in a location that is accessible and secure, such as an external hard drive or cloud storage.  Additionally, any data that needs to be accessed in the evening should also be stored in an accessible and secure location, such as an external hard drive or cloud storage.  This will ensure that access to the data is easy and secure.",0.38114062571548857
b3dc6d6a5e2f9d7da8eb72816c80b3f8,A projectile ball is in what after being launched?,catapult,motion,flintlock,arcade,tennis court,1,I consider it the best option because they have to be more true,The projectile ball is propelled forward by an explosion of gas contained in the barrel of the catapult. This causes the ball to move in a curved path under the influence of gravity.,0.22880128410179168
bf443a4143fff9fe7c883a5f9f1b91cf,Where would a woman keep a dollar bill?,wallet,pocket,mailbox,buy coke,purse,4,Because women typically keep money in a purse,A woman would typically keep a dollar bill in her purse since it is a convenient and secure place to store money.,0.3471791949123144
67ff1a57ab4fe4a71f68c04c8cfab891,What sort of organization do employees usually work for?,a business,meeting,corporation,company,office,3,"The other two options are not an organization and therefore cannot hire employees. Office can colloquially, but company is a better choice because it always makes sense in this situation.","Employees usually work for corporations, companies, or offices.  A business is an organization that sells goods or services to consumers. A meeting is an organization that holds a regular gathering of its members to discuss topics and activities. A corporation is a legal entity that is owned by shareholders, who share the profits and losses. An office is a location where employees work, usually in a professional or commercial environment.",0.18991123070009053
057af1d364a2ce3bf374e2cfa9292d65,What do gentleman do when they need to talk?,men's room,meeting,meditation center,church,europe,1,People speak at a meeting.,"When gentlemen need to talk, they usually go to a meeting rather than a more private location.  It is a convenient and social way to get together and discuss matters of business or pleasure.  ",0.061807323145330884
c16786f6e2f5e51525ca957f3e7f6be0,What problems do children have learning about the world?,confusion,anger,sadness,loss of innocence,frustration,0,Learning about world can be confusing for children,"Children often experience confusion when they are unable to make sense of the world around them. This can be caused by a lack of structure and guidance in their lives, as well as a lack of experience with the world. This can lead to feelings of helplessness and a lack of control, which can lead to anger and sadness.",0.29609474205062725
4b33ab4fac74d8ccdb08449f2d469577,James wanted a plastic saucer to put some cat food on  He certainly wasn't going to use a good saucer.  Where might he look for one?,drawer,kitchen cabinet,china cabinet,tea room,tea cabinet,1,Plastic saucers aren't stored in more noble parts home the home like the other two options,James could look in his kitchen cabinet for a plastic saucer. It is typically located next to the stove or near the sink.,0.14590198686346412
f4a849fbd3bd39dad61349486e8e1d4b,"The old lady was peculiar, she kept her medicine hidden below the cookies in the what?",bathroom,doctor's office,taken orally,jar,hospital,3,"a jar is the place where cookies are store, so medice will be in the jar.",The old lady was peculiar and kept her medicine hidden beneath the cookies in her bathroom.,0.153071435939637
d49d379662ce455921ed569abb23b882,"The cows were being judged, where were they?",countryside,field,farmyard,give birth to humans,fairgrounds,4,There are livestock judging competitions at fairs.,"The cows were being judged at a livestock show, where they were compared to other animals and judged on their appearance, behavior, and productivity.",0.02517157996771857
301c3c4ec89fe68704ad97dccf719863,"The dog was wild and didn't listen to its owner, the person had never given it what?",a treat,guard house,fleas,punishment,abandoned,3,if a dog isnt taught right or wrong it could stay wild,"The dog was wild and refused to listen to its owner, so the person decided to teach the dog a lesson by punishing it.",0.1356675552960951
48d7d43fc4b457bfb75ccd35fc407635,"If someone is fiddling at a hoedown, how do they likely feel?",being happy,frustrated,troubles,discovery,unpredictable,0,The fiddle music at a hoedown is upbeat.,Fiddling at a hoedown implies a sense of discovery and pleasure.,0.38326543566654436
4940cfa669ed367ebdb9c4143cf5d60e,"After I urinate and flush the toilet and wash my hands, what should I do next?",flush toilet,dry hands,zip pants,eat,wash hands,3,There's no reason to repeat either of these steps,"After urinating and flushing the toilet, you should wash your hands with soap and water for at least 20 seconds to prevent the spread of germs.  Then, you should dry your hands with a clean towel or paper towel before putting them back in your pocket.",0.16452027260675095
8b3a8b4c7724b4a996ca90c65416ca18,Why would you be unable to walk forward?,constraint,back,backwards,past,restrained,4,is the best since it is the best backup,"Restrained means to be held back or limited in some way, usually by an external force such as an obstacle or physical limitation.  Therefore, being unable to walk forward would be due to a physical limitation or constraint.",0.3236530125141144
67d35f1450a729e66f03c019fe747691,James is a customer at a restaurant.  The restaurant is very busy and James is frustrated.  What might he be doing?,raise hand,wait in line,take number,pay bills,order dinner,1,"If the restaurant is busy, then James is definitely waiting for a table at the door.",James could be waiting in line to get a table at the restaurant or to order dinner.  He might be able to improve his situation by being patient and doing whatever it takes to get a good meal.,0.13879366750188638
b295d10eda53184171e468508e8043fb,Jamie wen to the theater near his home.  He was surrounded by servicemen.  Where might he be?,washington dc,shopping mall,school,military base,populated area,3,The only place he would be surrounded by serviceman would be military base,Jamie might be at a military base near his home.  This could be any of the five locations listed in the choices.  It is likely that Jamie is at a military base in order to serve in the armed forces.,0.07446201288439624
ee7f4928726744e3ed74d90b4c892c08,A business on the 110th floor is in what kind of structure?,skyscraper,big city,park,nonprofit,office building,0,because in a skyscraper there are higher floors,"A business on the 110th floor of a skyscraper is in a skyscraper. Skyscrapers are typically used for office buildings, and this business is no exception.  It is located in an office building, and has access to the amenities and services offered by the building.  It is also in an area with excellent visibility and access to transportation.  It is clearly a well-structured choice for a business.",0.20357434055767953
7783e5af07f348dce26e173e13227a64,If a chicken crossed a busy road you'd say it was stupid or what?,eaten,egg,being brave,beef,smashed,2,"if it crossed while it was busy, it was not scared of the traffic","A chicken crossing a busy road is typically viewed as brave, as it is demonstrating courage and determination in the face of danger.  It is also likely to be viewed as a nuisance, as it could cause traffic delays and possibly get hit by a car.",0.24473290872992948
2020facfb2e640e358197808fdfc6eb6,What does a person do in a garden?,work,catch cold,plant flowers,gain respect,fish lake,2,A garden is a place where flowers grow.,"A person walking in a garden will typically be planting flowers, either in a straight line or in a circular pattern. They may also be doing other activities such as weeding, pruning, or adding fertilizer.",0.4606602662242949
6f336b157688642e72af0c02ce75bd7e,Where do humans go in space?,anywhere on earth,ufos,strip club,international space station,school,3,The International Space Station is the only place that is in space.,"Humans go into space primarily to explore and conduct research, as well as to build and explore habitable space.  Space exploration requires a great deal of technology and scientific knowledge, which is why humans need to go into space in order to gain an understanding of our universe. Additionally, space exploration can help us learn more about ourselves and our place in the world.  By going into space, we can also hope to find a way to solve some of the world's problems, such as poverty and environmental degradation.  Ultimately, human exploration of space is an exciting and innovative way to gain knowledge and discover new possibilities.",0.5511911772191525
1517ae26f04d7af20bd42869cc1f5c0b,Where would one find a snake on a mountain?,louisiana,oregon,pet store,tropical forest,blue ridge mountains,1,Oregon is the only place one would find both snakes and mountains.,"Snakes can be found in the blue ridge mountains of oregon. These mountains are located west of the Cascades mountain range and are part of the Pacific Northwest.  The most common snakes in this area are the Pacific rattlesnake, the California rattlesnake, and the desert tortoise.  Other species of snakes that can be found in the oregon blue ridge mountains include the timber rattler, the moccasin rattler, and the copperhead.  Additionally, many species of amphibians, reptiles, and birds can be found in the oregon blue ridge mountains.",0.20140688901301473
d2fb6f2fcac73d83cef7de6bbfb45832,"There would be over a hundred thousand people at the football field that weekend, it was the most popular spot on the what?",college campus,players,high school,texas,oklahoma,0,"Many colleges have a football field, and ""it was the most popular spot on the oklahoma"" does not make sense.","The football field was not the most popular spot on the college campus that weekend.  The most popular spot was the student lounge, which had over a hundred thousand people.",0.23041118966648355
d6dc58ae42e48bc133cafca3219148ee,"If they weren't sightseeing, why were they diving through the cave?",wetness,get wet,exhilaration,going somewhere,to get to the other side,3,"When someone goes through a cave, they have a destination in mind.","The tourists were diving into the cave to get to the other side, which is why they needed to be sightseeing in the first place.  They could have just as easily gone through the cave without seeing the sights, but that would have been much less exciting.  By diving into the cave and taking in the sights, they were able to experience the cave in a much more exciting and interesting way.  It was also a great opportunity for them to learn more about the local wildlife and the environment.         ",0.006876019089759211
c496fef8d48d030200165f76d3e9b317,What do people do with the old song about twisting?,flat,bend,and shout,straighten,unravel,2,"The song is ""twist and shout.""","People often use old songs to express emotions or do things that the song implies. For example, if the song is about love, people may dance to it in a way that expresses how they feel. If the song is about something else, people may use it to express anger, frustration, or even joy.",0.10057902405969799
5d02d7cd107c3f14d833d812eb4a0e55,Where would a person blush or put his head down after shutting a door loudly?,apartment,neighbor's house,wall,library,theater,4,Likely to be embarrassed for being loud at a theater where you are suppose to be quiet.,A person would blush or put their head down after shutting a door loudly in a theater.,0.8405659021809697
bfaa20bb38b91be89ba9f7c48805da0b,"If I I see a heifer looking pleased with herself, where might I be?",texas,dairy farm,new hampshire,butter farm,county fair,4,A country fair is see the heifer look,"Heifers are typically found at county fairs, where they are displayed and enjoyed the sights and sounds of the event.",0.09994305816508131
d1ad9b79f54205b6b9ac19a27f9c2be5_1,"Residents socialized, played dice, and people smoked all at the busy landing of the what?",airport,apartment building,stairwell,ocean,casino,1,"apartment building Residents socialized,played dice,and people smoked all at the busy landing of the what?","The residents socialized, played dice, and people smoked all at the busy landing of the apartment building.",0.1932554109953344
a186948ea5243c1b99cf744dbccf4b92,Why do you not earn money while you have lunch?,too full,eat food,get food,find food,stop working,4,You stop working to eat,"Eating food while working is not a good idea because it can cause you to be less productive. Eating while working can also be expensive and time consuming, and may even lead to overeating. Therefore, it is better to find other ways to occupy your time while working.",0.17249541397904977
d4b5f772fd93189466b6a3d06b50f365,Jimmy and Tim like playing together.  When they play for a long time they have to stop because they do what?,feeling happy,get hungry,learning,grow up,injury,1,"When you work your body hard, playing, you work up an appetite which requires eating.","When Jimmy and Tim play for a long time, they eventually get hungry because they have to stop and start again from the beginning due to their growing fatigue.",0.4411790731246583
5cf18c0a39921d4cf9063ddd3c8a60e1,I want to make something that I put peanut butter and jelly on; what do I cook?,open can,brown meat,add egg,bake bread,smoke salmon,3,Bake bread is the only choice that requires making something by putting together ingredients.," To make something that you put peanut butter and jelly on, you will need to cook bread.  Peanut butter and jelly are both spreadable ingredients, so you will need to find a bread recipe that you can bake.  Once the bread is cooled, you can spread the peanut butter and jelly on it.",0.0843821879971074
1edbed7e558e1a9a3e0284d296c6a417,Where would you find an expensive lantern?,a collector's house,dark place,house,antique shop,street,3,the best place to find an expensive lantern is an antique shop,"An expensive lantern can usually be found in an antique shop. The shop may have a selection of different models and styles, as well as brands, and can often offer discounts or sales on certain items.  Additionally, many antique shops will custom-make lamps for customers, allowing them to create a unique and personalized look.",0.5379871586337686
8b94d31e617fdd9a010c9381227f4788,"If you were looking for where a committee meets, where would you start?",office building,city hall,city council meeting,manual,boardroom,4,"A committee normally has a specific date, time, and location to meet","A boardroom is a great place to find a committee meeting. It is typically located in a business building, and it is often shared by multiple companies. It is a convenient and popular choice for those looking for a place to meet with a committee.",0.07857579772371537
bd68207eb8e83290f2e03e8ec57a89f1,A person who does good to others garners what pleasing quality in their reputation?,own house,admiration,acknowledgment,relaxation,good things in life,1,anyone that is a good person would be admired for it.,"Doing good to others is a great way to gain praise and recognition. People who do good will be admired for their kindness, generosity, and creativity. They will be seen as thoughtful, reliable, and inspiring. This can lead to a reputation for being a great person. ",0.8557601310312748
ebd9803350396597697c9b1d80919d24,She could watch people coming and going to all the different shops while at the beauty salon because it was located where?,picking clothes,clerk,strip mall,beautifying hair,neighborhood,2,Had to be a relatively small place for her to be able to see all the shops while at the salon.,"The beauty salon is located in a strip mall, which is a type of mall that is primarily used for retail stores and restaurants.  Therefore, it would be a good place to observe people's movements while they are visiting the shops.",0.3948947525350377
092aaeb3b19bbb551dc4ea0483ce5baf,what does someone start playing guitar to do?,listening to music,making music,arthritis,obesity,singing,1,A LIKE MAKING MUSIC SOMEONE START PLAYING,"Guitar is often used to make music, either through playing chords and singing, or by playing a melody with the strings.  It is also used in some forms of jazz and blues, as well as in pop and rock music.  Guitar can also be used to listen to music, either through headphones or a speaker system.  It is also used in some forms of art, such as painting and sculpture.  Ultimately, someone starts playing guitar to do whatever they love to do.",0.012670599855482578
b7ea3a06ca9bb5a20cde2318db958c6d,"If a person wants to sort a pile of stuff, they must start by what?",control computer,go on vacation,cross street,gain weight,separate things,4,"To sort means to put in order, therefore separating things would be the first process in sorting a pile.","A person wanting to sort a pile of stuff must first decide what they want to do with the items in the pile. Then they can start by separating the items into categories, such as control computer, vacation, cross street, gain weight, and separate things.",0.20363252620154526
7e645503a0c379f40cd15ef8265bd798,What does reckless driving lead to on a person?,injuries,fatigue,traffic jams,tired,accidents,0,"injuries is the best answer for ""on a person""",Reckless driving leads to injuries when drivers are not cautious on the roads and drive in a manner that is unsafe or illegal.,0.06138829227984388
1723c0772019daa9b5b7994b3f5d66b5,"There was a saucepan used only for marinara, where was it kept?",georgia,the south pole,kitchen cupboard,italian restaurant,boil eggs,3,marianara is an itallian delicacy,"The saucepan used for marinara was most likely kept in an italian restaurant's kitchen cupboard.  It is the most common place for such pans.  Additionally, it is the perfect temperature for cooking pasta and can be used for other sauces as well.    ",0.276073454762809
3a50c01dd53dfede034c7a651f5d1b53,What building has a ot of glue bottles?,art room,police station,classroom,desk drawer,school,4,School is a building,"Glue bottles can usually be found in school offices, such as art rooms and classrooms.  They are often located in a desk drawer or on a shelf.",0.13172101268719416
42a92eb7df701cd4db00c63da85e3b6e,"The person saw the tomatoes were dying, what did he do next?",feel stupid,eat fruit,thank god,water garden,run,3,The person would water the garden to prevent other tomatoes from dying.,"The person saw the tomatoes were dying, and instead of feeling stupid, they thanked god for the fruit that was about to be eaten. ",0.201381717575714
eb365b957aa15f59c4382a2d748f085a,"In ancient times they tried to chart each star, they spent a lot of time staring into the what?",a brain,press conference,hollywood,heavens,globular cluster,3,"Stars are in the sky, so one would have to look to the heavens to chart them",The ancients used astronomy to try to chart the stars and understand their movements. This was done by observing the stars through a telescope and recording their positions and movements over a period of time.  They also developed complex mathematical models to explain the movements of the stars and planets.  This effort was crucial in helping us understand our universe and develop modern astronomy.  ,0.28687321359757334
6df6300d4a7ba64c33e18ae2b5436d45,"The child was spiteful of his parents, what did he do?",become adult,succeeded,grow up,ask questions,acting out,4,Children will express unacceptable behavior when feeling spiteful.,"The child was resentful of his parents and refused to accept their guidance, so he decided to rebel against them by acting out.",0.1598472215118818
698bc052dc953f241207885ec729b6fd,Where is liquor usually stored in a home?,fraternity house,cabinet,bar,soft drink,night stand,1,Liquors stay safe in a cabinet,"Liquor is usually stored in a cabinet because it is easy to access and it is a convenient size for storing. It is also typically used for storing beverages that require a high level of temperature control, such as wine or whiskey.",0.362086643348448
bd3184ec00528e15a61b46aa9e085d90,What happens to the victim of someone committing a murder?,pain,dead,distress,die,kill,3,A murder is when someone kills someone else,"The victim of someone committing a murder will experience distress and pain, and may eventually die as a result.",0.1298900987021625
e00cfc35625b7587c88fc2a3ee867f6b,"When standing in queue and daydreaming, someone might get your attention from far away by doing using what technique?",become impatient,whistle,daydreaming,give up,look around,1,"whistle standing in queue and daydreaming,someone might get your attention from far away by doing using what technique","When standing in a queue and daydreaming, someone might be able to draw your attention from far away by performing a whistle.",0.018984441445354605
101cd3b5665fa0bb5f3fef5bb4493fb3,Where is a notebook often purchased?,bookstore,backpack,abraham lincoln's grave,desktop,classroom,0,notebook can be purchased only from the bookstore,A notebook is often purchased at a bookstore.,0.16251282655866817
c0891ed8c5a43838f2f35f9b502621c6,A teenager that is playing a trumpet might be part of what group?,orchestra,music shop,high school band,rock group,music store,2,A teenager would be the right age to be playing a trumpet in a high school band.,A teenager playing a trumpet in an orchestra or high school band.,0.055701259116176516
55a497d847f2a9f54e4f0c70afc4937a,Where are mats usually placed in a house?,bathroom,kitchen,floors,living room,doorway,2,"A floor is the bottom surface of a room or vehicle. Floors vary from simple dirt in a cave to many-layered surfaces modern technology. Floors may be stone, wood, ...","Mats are usually placed on the floor in a house, as it is the most convenient and accessible place for them.",0.21980217471718788
b37adcd4b2695fd629a5b04c3c475523,What is a teacher trying to impart to their class?,group students,state facts,time test,suffering,better knowledge,4,The job of a teacher is to educate their students in order to help them acquire knowledge.,"A teacher is trying to give their students the skills and knowledge to become better citizens and to help them prepare for the future.  By providing instruction on topics such as personal safety, nutrition, and global issues, a teacher can help their students become more informed and develop better problem-solving skills.",0.12038617231883109
2878ff65b598e57da84f9fc56cc1a078,Why does a lizard lay on a rock in the sun?,west texas,arid regions,to get a sexy tan,warm place,new mexico,3,Lizards can lay on a hot rock at places besides Texas and arid regions,"A lizard will lay on a rock in the sun to warm itself and to hide from predators in arid regions. The warm place provides refuge from the harsh environment, and the sun helps to dry out the lizard's skin and keep it healthy. ",0.1351252868771553
eb77cabd07ab230d20d08abb4cbf5696,What might a homeowner feel when their house is going to market?,that you,walking,stress,spending money,relax,2,Stress is an emotion when something is difficult to endure.,"A homeowner might feel stress when their house is going to market, especially if there is a lot of money involved. This is because the market value of the property is likely to go down, and the homeowner may have to take a loss on their investment.",0.3309327505994588
0364531663dd7c20c42c3877314f84b9,"She had a bad habit of washing hands over one thousand times a day, what did she experience as a result?",health,become wet,skin irritation,dry skin,medium,3,Hand washing often can result in dry skin,"Washing hands over one thousand times a day can result in dry skin, as it removes the natural moisture from the skin. This can lead to dryness and irritation, causing discomfort and even infection in some cases.",0.11365820522769354
e3fc3ffa56cc5abab4fedf907772ffe1,Where could you find an organ that cannot be played?,system,human body,cathedral,music store,band hall,1,Other selections could be displayed because they are not contained in the body,"The human body is the only organ in the body that cannot be played. It is responsible for maintaining the body's fluid balance, breathing, and heartbeat.",0.5199685366824269
94b0cf32b9033f07d2e5bcf5d857a5e5,How might others describe someone who goes around killing people?,terrible,murder,going to jail,hunter,get arrested,0,Terrible is the only adjective here that can be used to describe a person.,Someone who goes around killing people would be described as a terrible person.,0.435433114413172
afad48999ae15109d5bd723349d64a72,Where do you see signs that state a point of view?,freeway,demonstration,state park,store,corner of two streets,1,is the best since it is the best backup,The sign on the corner of the two streets indicates that this is a viewpoint from which you can observe both streets at the same time.,0.14217995660146698
2cd63481c1a69c145c0212ffd36e7b48,What would you put in a teakettle?,england,tea,cupboard,water,japanese tea room,3,Water is boiled in a tea kettle to make tea,"A teakettle can be used to heat water for tea, coffee, or other beverages. To ensure the best flavor, it is best to use water that has been boiled in a separate container and then poured into the teakettle.",0.37688314355909824
86ba68d1d1eee1e96b9c91e647b683ff,Someone who is awake is likely to know what's going on because they are this?,alert,deep sleep,drink coffee,open eyes,conscious,4,is the best since it is the best backup,Someone who is awake is likely to be aware of their surroundings because they are conscious and aware of their environment. ,0.36834470042958856
3b01780e9ccde01f09a8eeaf1accd299,What is a way that people who are dating great each other?,smack face,believe in god,work in teams,kiss each other,receive gifts,3,People who are dating kiss,A good way to be in a relationship with someone you love is to share a special kiss.,0.3188330275006592
58097f8760d15da1cbff590b754d9de2,Billy is going to sleep.  What will he be for the next few hours?,snoring,not awake,loss of consciousness,latency,sleep walking,1,Not awake is the most accurate descriptor for someone who voluntarily falls asleep,Billy is likely to be asleep in the next few hours.,0.3865171833895147
efe5dbeed33ac5aedbc3053217ef5189,"The tennis court enjoyed older, more refined clientele, where was it located?",wimbledon,park,health club,high school,college campus,2,"Health club is likely to have older members, wimbledon will have professionals and college campus mostly younger clients",The tennis court was located in the health club.,0.24241158843506128
48d50f1e0f1ffd866a17157a7f0cb4ec,People who make people now have what responsibility?,raise children,speaking english,pay bills,water plants,talk to each other,0,Having children creates a responsibility to bring them and educate them.,People who make people now have the responsibility of raising children.,0.2005858060438186
da71ed330f6bb3db3e8e754a4e92a944,A man is supposed to walk closer to the street when with a?,female group,father,gods,boys,lady,4,"It's a tradition for a man to walk closer to the street when walking with a lady, and the other two are not.",A man is supposed to walk closer to the street when with a group of female people. ,0.2688656508689746
1e58b642eddd2c3847e969f1695d853b,"The man needed to buy flooring, where was he looking for it?",walmart,loft,house,home depot,kitchen,3,You don't buy flooring at a loft or a house.,Home depots are typically a place where people buy furniture and other home goods. They are often located in the center of the city and provide a convenient place to buy flooring. ,0.07545718675828539
fd272d7673c56e94484618c94ebdfa53,"A gentleman is very wealthy and flaunts it, where does he likely live?",europe,big house,tuxedo,palace,men's room,1,wealthy man wants to live in a big house,The gentleman is likely to live in a big house in Europe. ,0.10018164048960898
4d2a1050f565d16464d4f605b57e796f,"The monkey was frightened because the zoo looked nothing like his home.  The plants were the same, the trees were the same, but it still wasn't right  Where did the monkey come from?",rain forest,treetops,tundra,playful mood,brazil,4,Treetops could be a reasonable answer too. Playful mood is not revelant. Brazil has a high population of monkeys,"The monkey was frightened by the zoo's lack of familiarity with its home environment.  The brazilian environment is full of unfamiliar trees and plants, and the playful mood only served to further unset the monkey's nerves.",0.12633243441814557
a3f25ae670ca7752bacbb64a032dc6ae,What is likely to crash in an intersection?,fork in road,town center,city street,cars,street corner,3,cars are the only things that move and can crash.,"Most intersections will experience some type of crash, either due to a malfunction or an improper merge.  Depending on the type of intersection and the drivers involved, this can range from a minor fender bender to a serious head-on collision.",0.26050810811284464
d1e02be9922ae8f52cef4a7dca8fa331,Why could someone fall down after eating lunch?,drowsiness,late for work,feel full,lethargy,feel sleepy,4,feeling full and being late for work would not make you fall down how ever being sleepy may,Eating lunch can cause drowsiness due to the energy released from the food and the lack of sleep the night before. This can make it difficult to stay awake and alert during the day.,0.4192639198154211
a8f910eb3c1dbbaead2526dd7ca9f618,where do you go to see most statues?,large city,church,amusement park,new york city,museum,4,"A statue is a free-standing sculpture in which the realistic, full-length figures of persons or animals or non-representational forms are carved in a durable material like wood, metal, or stone.","Most statues are located in museums, which are typically found in large cities. ",0.03895825235667871
a6b69b97b74a9dc1d77229c4dadb5689,"A person had run all day and felt tired, what did they need?",water,time to rest,intellectual stimulation,look beautiful,compliments,1,time to rest an felt,"Taking a break to rest is an important part of a person's day, and can help them recharge and refocus their energy.  Taking a few minutes to do something calming and relaxing can help reduce stress, improve mental clarity, and help them create a sense of peace and relaxation.  Taking a break to rest can also help people gain a better understanding of their own energy levels and how to best use them.  Rest and relaxation are essential for physical and mental health, and can help people feel more refreshed, motivated, and productive when they return to their activities.         ",0.009282306971726939
f75657770d771b6459edb3fff8b0a0a0,Where can someone get information in audio?,book,article,television,meeting,newspaper,2,They have internal instincts,"Television is a good place to get information in audio as it can provide access to a variety of content in both language and format. For example, you can watch news, documentaries, and entertainment shows.  Additionally, many television channels offer audio feeds so you can listen to content without having to watch it.         ",0.6807890996569768
796969925ec0a59132b951cd118c9874,"James thought that he was original, but really his story was exactly like many others.   Sarah didn't want to hurt his feelings so she didn't say anything.  What might she have done while listening?",remake,copy,simile,derivative,reproduction,2,Sarah didn't want to hurt James' feelings.,"James thought that he was original, but his story was actually a copy of many others. Sarah didn't want to hurt his feelings, so she chose to remain silent and not offer any compliments.  She may have been able to detect his dissatisfaction, however, and addressed it in a supportive manner.  She could have also suggested ways to improve his story or encouraged him to share his ideas with her.  Either way, her silence helped James feel more accepted and empowered.",0.3107475112192333
30a3764982ed3215cd8f4f1f81ce5aa8,"The sample needed to be pure, but the lab assistant got it what?",corrupt,applied,dirty,contaminated,fresh,3,lab assistant is the main person in lab,"The lab assistant got the sample what? contaminated means that the sample was taken from an area that was already dirty, rather than from a clean location. Therefore, it was not pure.",0.040612387616420165
